sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area
,,,,1,Plot_1Nobiomass.shp,1.123935
,,,,2,Plot2No_biomass.shp,1.072981
,,,,3,Plot3No_biomass.shp,1.023887
,,,,4,Plot4No_biomass.shp,1.027183
,,,,5,Plot5No_biomass.shp,1.012452
,,,,6,Plot6No_biomass.shp,0.932226
,,,,7,Plot7No_biomass.shp,1.170944
,,,,8,Plot8No_biomass.shp,0.522302
mango,91.5,6.0,0.6575549773504287,9,Augier.shp,2.503314
mango,85.0,7.5,0.5674501730546563,9,Augier.shp,2.503314
chenn,48.0,17.8,0.18095573684677208,9,Augier.shp,2.503314
mango,112.5,13.5,0.9940195505498954,9,Augier.shp,2.503314
chenn,42.0,,0.13854423602330987,9,Augier.shp,2.503314
chenn,25.5,16.0,0.051070515574919075,9,Augier.shp,2.503314
chenn,31.0,,0.07547676350249478,9,Augier.shp,2.503314
chenn,41.5,17.0,0.13526519869112552,9,Augier.shp,2.503314
chenn,39.0,18.0,0.1194590606527519,9,Augier.shp,2.503314
chenn,36.3,16.0,0.10349113059271836,9,Augier.shp,2.503314
chenn,35.0,17.3,0.0962112750161874,9,Augier.shp,2.503314
chenn,36.0,17.0,0.10178760197630929,9,Augier.shp,2.503314
chenn,36.5,,0.10463467031862503,9,Augier.shp,2.503314
chenn,36.3,17.5,0.10349113059271836,9,Augier.shp,2.503314
mango,127.5,12.2,1.2767628893729768,9,Augier.shp,2.503314
latanye,15.5,4.5,0.018869190875623696,9,Augier.shp,2.503314
latanye,24.4,5.0,0.04675946505603048,9,Augier.shp,2.503314
latanye,17.0,5.0,0.02269800692218626,9,Augier.shp,2.503314
chenn,33.0,13.0,0.08552985999398213,9,Augier.shp,2.503314
mango,59.5,12.0,0.27805058479678163,9,Augier.shp,2.503314
chenn,37.3,,0.10927166107532359,9,Augier.shp,2.503314
chenn,38.0,11.4,0.11341149479459153,9,Augier.shp,2.503314
chenn,55.0,17.2,0.23758294442772815,9,Augier.shp,2.503314
chenn,39.5,17.5,0.12254174844408688,9,Augier.shp,2.503314
chenn,34.5,16.6,0.09348201639838126,9,Augier.shp,2.503314
chenn,39.6,,0.12316299839133425,9,Augier.shp,2.503314
mango,41.5,9.6,0.13526519869112552,9,Augier.shp,2.503314
chenn,45.4,15.6,0.16188312784682843,9,Augier.shp,2.503314
fwenn,72.0,,0.40715040790523715,9,Augier.shp,2.503314
fwenn,21.0,7.5,0.03463605900582747,9,Augier.shp,2.503314
zamann,36.0,,0.10178760197630929,9,Augier.shp,2.503314
latanye lame,51.5,,0.20830722788708822,9,Augier.shp,2.503314
latanye lame,36.0,,0.10178760197630929,9,Augier.shp,2.503314
latanye lame,44.0,16.6,0.152053084433746,9,Augier.shp,2.503314
latanye,35.0,,0.0962112750161874,9,Augier.shp,2.503314
latanye,38.0,,0.11341149479459153,9,Augier.shp,2.503314
mango,25.5,9.6,0.051070515574919075,9,Augier.shp,2.503314
latanye,25.5,7.5,0.051070515574919075,9,Augier.shp,2.503314
fwenn,31.5,13.5,0.07793113276311181,9,Augier.shp,2.503314
latanye,32.0,,0.0804247719318987,9,Augier.shp,2.503314
mango,7.3,,0.004185386812745002,9,Augier.shp,2.503314
mango,14.0,,0.015393804002589988,9,Augier.shp,2.503314
mango,16.0,,0.020106192982974676,9,Augier.shp,2.503314
chenn,54.0,,0.22902210444669593,9,Augier.shp,2.503314
latanye,32.3,,0.08193980498909235,9,Augier.shp,2.503314
fwenn,24.7,14.8,0.047916356550714925,9,Augier.shp,2.503314
chenn,34.2,,0.09186331078361915,9,Augier.shp,2.503314
latanye,20.5,,0.03300635781677776,9,Augier.shp,2.503314
latanye,34.7,15.0,0.09456900745652336,9,Augier.shp,2.503314
chenn,16.3,,0.020867243803306804,9,Augier.shp,2.503314
chenn,41.3,18.4,0.13396457933253933,9,Augier.shp,2.503314
fwenn,37.3,15.6,0.10927166107532359,9,Augier.shp,2.503314
gommier,20.5,,0.03300635781677776,9,Augier.shp,2.503314
flambwayan,10.5,,0.008659014751456867,9,Augier.shp,2.503314
fwenn,5.5,,0.002375829444277281,9,Augier.shp,2.503314
chenn,43.7,19.0,0.14998670186584734,9,Augier.shp,2.503314
fwenn,29.5,,0.06834927516966292,9,Augier.shp,2.503314
kalbas,25.0,,0.04908738521234052,9,Augier.shp,2.503314
mango,24.0,,0.04523893421169302,9,Augier.shp,2.503314
mango,19.0,,0.028352873698647883,9,Augier.shp,2.503314
mango,31.0,,0.07547676350249478,9,Augier.shp,2.503314
kalbas,56.0,,0.2463008640414398,9,Augier.shp,2.503314
kasya,44.5,,0.15552847130677971,9,Augier.shp,2.503314
nim,10.0,,0.007853981633974483,9,Augier.shp,2.503314
nim,13.5,,0.014313881527918496,9,Augier.shp,2.503314
flambwayan,10.4,,0.008494866535306803,9,Augier.shp,2.503314
flambwayan,18.3,,0.026302199094017143,9,Augier.shp,2.503314
flambwayan,35.5,,0.09897980354216342,9,Augier.shp,2.503314
flambwayan,14.3,,0.016060607043314423,9,Augier.shp,2.503314
nim,14.0,,0.015393804002589988,9,Augier.shp,2.503314
nim,24.5,,0.04714352475793183,9,Augier.shp,2.503314
nim,28.5,,0.06379396582195773,9,Augier.shp,2.503314
gommier,7.2,,0.004071504079052372,9,Augier.shp,2.503314
nim,18.0,,0.025446900494077322,9,Augier.shp,2.503314
nim,14.3,,0.016060607043314423,9,Augier.shp,2.503314
flambwayan,29.5,,0.06834927516966292,9,Augier.shp,2.503314
flambwayan,43.5,,0.14861696746888214,9,Augier.shp,2.503314
kowosol,6.5,,0.0033183072403542195,9,Augier.shp,2.503314
kalbas,36.0,,0.10178760197630929,9,Augier.shp,2.503314
kalbas,17.0,,0.02269800692218626,9,Augier.shp,2.503314
latanye,33.3,,0.08709201694097962,9,Augier.shp,2.503314
kalbas,61.5,,0.29705722035099985,9,Augier.shp,2.503314
chenn,37.0,14.8,0.10752100856911066,9,Augier.shp,2.503314
bwa doule,8.0,3.2,0.005026548245743669,9,Augier.shp,2.503314
bwa doule,8.5,3.0,0.005674501730546565,9,Augier.shp,2.503314
mango,36.0,8.0,0.10178760197630929,9,Augier.shp,2.503314
chenn,48.5,12.0,0.18474528298516477,9,Augier.shp,2.503314
mango,51.0,,0.2042820622996763,9,Augier.shp,2.503314
kalbas,32.0,,0.0804247719318987,9,Augier.shp,2.503314
mango,47.0,9.2,0.1734944542944963,9,Augier.shp,2.503314
kalbas,32.0,,0.0804247719318987,9,Augier.shp,2.503314
kalbas,17.0,,0.02269800692218626,9,Augier.shp,2.503314
latanye,37.5,7.4,0.11044661672776616,9,Augier.shp,2.503314
kalbas,8.0,,0.005026548245743669,9,Augier.shp,2.503314
kalbas,5.0,,0.001963495408493621,9,Augier.shp,2.503314
kalbas,6.0,,0.0028274333882308137,9,Augier.shp,2.503314
kalbas,28.5,,0.06379396582195773,9,Augier.shp,2.503314
latanye,30.5,,0.07306166415004763,9,Augier.shp,2.503314
mango,55.0,,0.23758294442772815,9,Augier.shp,2.503314
latanye,27.7,,0.06026281567932279,9,Augier.shp,2.503314
kalbas,42.2,,0.1398668465304712,9,Augier.shp,2.503314
latanye,33.4,,0.08761587751596572,9,Augier.shp,2.503314
mango,59.5,,0.27805058479678163,9,Augier.shp,2.503314
mango,70.3,,0.3881508409344895,9,Augier.shp,2.503314
mango,65.0,,0.3318307240354219,9,Augier.shp,2.503314
mango,64.5,,0.32674527092742345,9,Augier.shp,2.503314
latanye lame,30.1,14.0,0.0711578590019722,9,Augier.shp,2.503314
latanye lame,33.3,13.9,0.08709201694097962,9,Augier.shp,2.503314
mango,68.7,,0.37068358578053034,9,Augier.shp,2.503314
mango,74.3,,0.43357827070539795,9,Augier.shp,2.503314
mango,88.1,,0.6095954239007266,9,Augier.shp,2.503314
latanye,27.4,,0.05896455251522681,9,Augier.shp,2.503314
mango,27.3,,0.05853493971984843,9,Augier.shp,2.503314
latanye lame,25.6,,0.05147185403641517,9,Augier.shp,2.503314
latanye lame,22.1,,0.038359631698494774,9,Augier.shp,2.503314
latanye lame,21.7,,0.03698361411622244,9,Augier.shp,2.503314
latanye lame,23.5,,0.04337361357362408,9,Augier.shp,2.503314
mango,24.5,,0.04714352475793183,9,Augier.shp,2.503314
mango,26.5,,0.05515458602458581,9,Augier.shp,2.503314
latanye lame,54.5,,0.23328288948312711,9,Augier.shp,2.503314
latanye lame,51.2,,0.20588741614566067,9,Augier.shp,2.503314
latanye lame,97.3,14.2,0.7435592178351027,9,Augier.shp,2.503314
latanye lame,54.5,11.4,0.23328288948312711,9,Augier.shp,2.503314
mango,17.0,,0.02269800692218626,9,Augier.shp,2.503314
mango,16.0,,0.020106192982974676,9,Augier.shp,2.503314
mango,12.0,,0.011309733552923255,9,Augier.shp,2.503314
mango,35.5,,0.09897980354216342,9,Augier.shp,2.503314
mango,37.3,13.4,0.10927166107532359,9,Augier.shp,2.503314
mango,45.7,,0.16402962102739368,9,Augier.shp,2.503314
mango,24.2,,0.04599605804120816,9,Augier.shp,2.503314
mango,74.5,,0.43591561563966874,9,Augier.shp,2.503314
latanye lame,25.7,,0.05187476329423806,9,Augier.shp,2.503314
latanye lame,28.9,,0.06559724000511827,9,Augier.shp,2.503314
latanye lame,28.4,,0.06334707426698458,9,Augier.shp,2.503314
latanye,23.4,,0.04300526183499067,9,Augier.shp,2.503314
latanye,32.3,12.6,0.08193980498909235,9,Augier.shp,2.503314
mango,25.6,,0.05147185403641517,9,Augier.shp,2.503314
latanye lame,25.4,,0.05067074790974978,9,Augier.shp,2.503314
latanye lame,76.4,,0.458433766382437,9,Augier.shp,2.503314
latanye lame,90.3,,0.64042073101775,9,Augier.shp,2.503314
mango,21.5,,0.036305030103047045,9,Augier.shp,2.503314
mango,19.5,,0.029864765163187975,9,Augier.shp,2.503314
mango,28.5,,0.06379396582195773,9,Augier.shp,2.503314
mango,23.3,,0.04263848089268407,9,Augier.shp,2.503314
latanye lame,25.5,,0.051070515574919075,9,Augier.shp,2.503314
mango,53.5,,0.22480058931843463,9,Augier.shp,2.503314
mango,90.4,,0.6418399454990091,9,Augier.shp,2.503314
zaboka,40.4,,0.1281895466370779,9,Augier.shp,2.503314
zaboka,52.3,,0.21482917423594064,9,Augier.shp,2.503314
latanye lame,12.7,,0.012667686977437444,9,Augier.shp,2.503314
mango,6.3,,0.0031172453105244723,9,Augier.shp,2.503314
latanye lame,80.3,,0.5064318043421451,9,Augier.shp,2.503314
latanye lame,31.0,,0.07547676350249478,9,Augier.shp,2.503314
latanye,31.3,,0.07694467266988461,9,Augier.shp,2.503314
latanye,28.4,,0.06334707426698458,9,Augier.shp,2.503314
mango,69.2,,0.37609890611715574,9,Augier.shp,2.503314
latanye,36.5,,0.10463467031862503,9,Augier.shp,2.503314
latanye,19.0,,0.028352873698647883,9,Augier.shp,2.503314
mango,22.7,,0.04047078196170711,9,Augier.shp,2.503314
latanye lame,39.3,,0.12130396093857247,9,Augier.shp,2.503314
kampech,13.0,5.2,0.013273228961416878,9,Augier.shp,2.503314
kampech,9.1,5.0,0.00650388219109427,9,Augier.shp,2.503314
kowosol,6.1,,0.002922466566001905,9,Augier.shp,2.503314
latanye,28.4,,0.06334707426698458,9,Augier.shp,2.503314
mango,5.0,,0.001963495408493621,9,Augier.shp,2.503314
latanye lame,66.7,,0.3494150035157274,9,Augier.shp,2.503314
mango,32.5,,0.08295768100885548,9,Augier.shp,2.503314
mango,29.7,,0.06927918659512551,9,Augier.shp,2.503314
latanye lame,67.3,13.2,0.35572960474944276,9,Augier.shp,2.503314
mango,13.5,5.6,0.014313881527918496,9,Augier.shp,2.503314
mango,10.4,5.0,0.008494866535306803,9,Augier.shp,2.503314
latanye lame,53.1,13.4,0.22145165154970792,9,Augier.shp,2.503314
latanye lame,43.2,12.4,0.1465741468458854,9,Augier.shp,2.503314
mango,22.3,,0.03905706526759171,9,Augier.shp,2.503314
mango,24.1,,0.0456167107282872,9,Augier.shp,2.503314
mango,26.0,,0.05309291584566751,9,Augier.shp,2.503314
latanye lame,28.3,12.0,0.06290175350833825,9,Augier.shp,2.503314
latanye lame,38.3,14.8,0.11520927119060825,9,Augier.shp,2.503314
latanye lame,34.0,14.0,0.09079202768874504,9,Augier.shp,2.503314
latanye lame,43.4,14.5,0.14793445646488976,9,Augier.shp,2.503314
latanye lame,40.2,,0.12692348479768126,9,Augier.shp,2.503314
mango,66.3,,0.34523668528645285,9,Augier.shp,2.503314
mango,115.5,13.6,1.047740784926281,9,Augier.shp,2.503314
chenn,35.3,15.2,0.09786767974279262,9,Augier.shp,2.503314
mango,57.2,,0.25696971269303076,9,Augier.shp,2.503314
mango,44.5,,0.15552847130677971,9,Augier.shp,2.503314
chenn,39.5,,0.12254174844408688,9,Augier.shp,2.503314
latanye lame,50.5,,0.20029616662043426,9,Augier.shp,2.503314
latanye lame,43.5,,0.14861696746888214,9,Augier.shp,2.503314
latanye lame,50.4,,0.19950369987356623,9,Augier.shp,2.503314
latanye lame,101.5,17.8,0.809136822886136,9,Augier.shp,2.503314
mango,113.8,,1.017125179118885,9,Augier.shp,2.503314
mango,38.7,,0.11762829753387244,9,Augier.shp,2.503314
latanye lame,25.6,,0.05147185403641517,9,Augier.shp,2.503314
latanye lame,78.3,,0.4815189745991781,9,Augier.shp,2.503314
mango,34.1,,0.09132688383801871,9,Augier.shp,2.503314
mango,31.2,,0.07645379881776121,9,Augier.shp,2.503314
mango,25.2,,0.049875924968391556,9,Augier.shp,2.503314
mango,41.5,,0.13526519869112552,9,Augier.shp,2.503314
latanye,37.4,,0.10985835350338148,9,Augier.shp,2.503314
latanye,40.1,,0.1262928100724731,9,Augier.shp,2.503314
latanye lame,96.3,,0.7283539093917282,9,Augier.shp,2.503314
mango,25.3,,0.05027255104090726,9,Augier.shp,2.503314
mango,27.8,,0.06069871166000841,9,Augier.shp,2.503314
sitwon,10.1,,0.008011846664817369,9,Augier.shp,2.503314
latanye lame,72.4,,0.4116868676970209,9,Augier.shp,2.503314
mango,41.5,,0.13526519869112552,9,Augier.shp,2.503314
mango,28.3,,0.06290175350833825,9,Augier.shp,2.503314
mango,26.4,,0.05473911039614856,9,Augier.shp,2.503314
mango,31.4,,0.07743711731833482,9,Augier.shp,2.503314
mango,24.5,,0.04714352475793183,9,Augier.shp,2.503314
mango,23.1,,0.04190963139705124,9,Augier.shp,2.503314
latanye lame,24.2,,0.04599605804120816,9,Augier.shp,2.503314
latanye lame,18.3,,0.026302199094017143,9,Augier.shp,2.503314
latanye lame,61.5,,0.29705722035099985,9,Augier.shp,2.503314
mango,21.5,,0.036305030103047045,9,Augier.shp,2.503314
latanye lame,44.4,,0.15483025233951936,9,Augier.shp,2.503314
mango,30.5,,0.07306166415004763,9,Augier.shp,2.503314
mango,23.2,,0.04227327074670425,9,Augier.shp,2.503314
mango,32.5,,0.08295768100885548,9,Augier.shp,2.503314
latanye lame,66.5,,0.3473227028084366,9,Augier.shp,2.503314
latanye lame,67.2,,0.35467324421967333,9,Augier.shp,2.503314
mango,24.5,,0.04714352475793183,9,Augier.shp,2.503314
mango,34.5,,0.09348201639838126,9,Augier.shp,2.503314
latanye lame,14.5,,0.01651299638543135,9,Augier.shp,2.503314
latanye lame,19.5,,0.029864765163187975,9,Augier.shp,2.503314
mango,42.4,,0.14119574022293965,9,Augier.shp,2.503314
chenn,33.7,,0.08919688401888481,9,Augier.shp,2.503314
latanye lame,41.5,,0.13526519869112552,9,Augier.shp,2.503314
latanye lame,17.1,,0.022965827695904786,9,Augier.shp,2.503314
latanye lame,8.7,,0.0059446786987552855,9,Augier.shp,2.503314
latanye lame,45.9,,0.16546847046273777,9,Augier.shp,2.503314
latanye lame,74.7,,0.4382592437592467,9,Augier.shp,2.503314
latanye,36.5,,0.10463467031862503,9,Augier.shp,2.503314
mango,33.3,,0.08709201694097962,9,Augier.shp,2.503314
latanye lame,33.5,,0.08814130888727865,9,Augier.shp,2.503314
latanye lame,31.5,,0.07793113276311181,9,Augier.shp,2.503314
mango,49.5,,0.19244218498645976,9,Augier.shp,2.503314
mango,27.5,10.4,0.05939573610693204,9,Augier.shp,2.503314
zaboka,19.5,,0.029864765163187975,9,Augier.shp,2.503314
mango,31.5,,0.07793113276311181,9,Augier.shp,2.503314
latanye lame,61.2,,0.29416616971153386,9,Augier.shp,2.503314
latanye lame,48.5,,0.18474528298516477,9,Augier.shp,2.503314
latanye lame,102.3,,0.821941954542168,9,Augier.shp,2.503314
mango,15.3,,0.018385385606970867,9,Augier.shp,2.503314
mango,29.3,,0.06742564692950753,9,Augier.shp,2.503314
latanye,25.9,,0.05268529419886423,9,Augier.shp,2.503314
mango,10.2,,0.00817128249198705,9,Augier.shp,2.503314
mango,41.4,,0.13461410361366904,9,Augier.shp,2.503314
mango,53.8,,0.22732878600641096,9,Augier.shp,2.503314
latanye lame,36.1,,0.10235387405211885,9,Augier.shp,2.503314
mango,46.4,,0.169093082986817,9,Augier.shp,2.503314
latanye lame,21.4,,0.03596809429094954,9,Augier.shp,2.503314
zaboka,18.5,,0.026880252142277666,9,Augier.shp,2.503314
latanye lame,27.5,,0.05939573610693204,9,Augier.shp,2.503314
latanye lame,56.4,,0.24983201418407466,9,Augier.shp,2.503314
chenn,34.5,,0.09348201639838126,9,Augier.shp,2.503314
latanye lame,67.5,,0.35784703819796243,9,Augier.shp,2.503314
latanye,25.5,,0.051070515574919075,9,Augier.shp,2.503314
latanye,32.0,,0.0804247719318987,9,Augier.shp,2.503314
latanye lame,36.9,,0.10694059932635996,9,Augier.shp,2.503314
latanye lame,45.4,,0.16188312784682843,9,Augier.shp,2.503314
mango,37.4,,0.10985835350338148,9,Augier.shp,2.503314
mango,28.9,,0.06559724000511827,9,Augier.shp,2.503314
mango,26.4,,0.05473911039614856,9,Augier.shp,2.503314
mango,64.9,,0.3308104918211687,9,Augier.shp,2.503314
mango,49.1,,0.18934457463002022,9,Augier.shp,2.503314
mango,25.9,,0.05268529419886423,9,Augier.shp,2.503314
zaboka,25.6,,0.05147185403641517,9,Augier.shp,2.503314
mango,31.3,,0.07694467266988461,9,Augier.shp,2.503314
zaboka,19.1,,0.028652110398902312,9,Augier.shp,2.503314
latanye lame,73.5,,0.42429172282138644,9,Augier.shp,2.503314
mango,16.5,,0.021382464998495533,9,Augier.shp,2.503314
mango,14.3,,0.016060607043314423,9,Augier.shp,2.503314
mango,31.5,,0.07793113276311181,9,Augier.shp,2.503314
latanye lame,48.7,,0.18627209701480946,9,Augier.shp,2.503314
latanye lame,53.3,,0.22312297884141763,9,Augier.shp,2.503314
latanye lame,29.4,,0.06788667565142183,9,Augier.shp,2.503314
bayawonn,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
bayawonn,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
bayawonn,8.5,,0.005674501730546565,10,Plot_1BO.shp,0.757182
bayawonn,7.8,,0.004778362426110076,10,Plot_1BO.shp,0.757182
bayawonn,7.1,,0.003959192141686536,10,Plot_1BO.shp,0.757182
kampech,12.5,,0.01227184630308513,10,Plot_1BO.shp,0.757182
kampech,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
tandrakayou,6.9,,0.0037392806559352516,10,Plot_1BO.shp,0.757182
tandrakayou,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
kampech,22.5,,0.03976078202199582,10,Plot_1BO.shp,0.757182
kampech,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
kampech,17.0,,0.02269800692218626,10,Plot_1BO.shp,0.757182
kampech,11.0,,0.009503317777109124,10,Plot_1BO.shp,0.757182
kampech,27.2,,0.05810689772079682,10,Plot_1BO.shp,0.757182
tandrakayou,14.4,,0.01628601631620949,10,Plot_1BO.shp,0.757182
tandrakayou,12.4,,0.012076282160399163,10,Plot_1BO.shp,0.757182
bayawonn,7.5,,0.004417864669110647,10,Plot_1BO.shp,0.757182
bayawonn,10.0,,0.007853981633974483,10,Plot_1BO.shp,0.757182
bayawonn,15.3,,0.018385385606970867,10,Plot_1BO.shp,0.757182
bayawonn,10.2,,0.00817128249198705,10,Plot_1BO.shp,0.757182
bayawonn,10.4,,0.008494866535306803,10,Plot_1BO.shp,0.757182
bayawonn,17.3,,0.023506181632322234,10,Plot_1BO.shp,0.757182
kampech,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
kampech,5.8,,0.0026420794216690155,10,Plot_1BO.shp,0.757182
kampech,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kampech,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
kampech,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
tandrakayou,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
kampech,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
bayawonn,17.2,,0.023235219265950107,10,Plot_1BO.shp,0.757182
kampech,5.9,,0.002733971006786518,10,Plot_1BO.shp,0.757182
kampech,16.5,,0.021382464998495533,10,Plot_1BO.shp,0.757182
kampech,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
kampech,10.0,,0.007853981633974483,10,Plot_1BO.shp,0.757182
kampech,27.6,,0.059828490494964026,10,Plot_1BO.shp,0.757182
kampech,10.0,,0.007853981633974483,10,Plot_1BO.shp,0.757182
kampech,9.2,,0.006647610054996002,10,Plot_1BO.shp,0.757182
kampech,6.7,,0.003525652355491146,10,Plot_1BO.shp,0.757182
kampech,9.1,,0.00650388219109427,10,Plot_1BO.shp,0.757182
kampech,11.4,,0.010207034531513238,10,Plot_1BO.shp,0.757182
kampech,9.4,,0.006939778171779853,10,Plot_1BO.shp,0.757182
kampech,11.9,,0.011122023391871266,10,Plot_1BO.shp,0.757182
kampech,16.0,,0.020106192982974676,10,Plot_1BO.shp,0.757182
bayawonn,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
bayawonn,9.7,,0.0073898113194065885,10,Plot_1BO.shp,0.757182
bayawonn,9.8,,0.0075429639612690945,10,Plot_1BO.shp,0.757182
bayawonn,10.5,,0.008659014751456867,10,Plot_1BO.shp,0.757182
bayawonn,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
bayawonn,8.0,,0.005026548245743669,10,Plot_1BO.shp,0.757182
bayawonn,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
kaymit,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kampech,5.5,,0.002375829444277281,10,Plot_1BO.shp,0.757182
kampech,6.5,,0.0033183072403542195,10,Plot_1BO.shp,0.757182
kampech,6.4,2.0,0.003216990877275948,10,Plot_1BO.shp,0.757182
kampech,5.7,,0.0025517586328783095,10,Plot_1BO.shp,0.757182
kaymit,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kaymit,5.1,,0.0020428206229967626,10,Plot_1BO.shp,0.757182
piyon,5.2,,0.0021237166338267006,10,Plot_1BO.shp,0.757182
kaymit,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
kaymit,6.2,,0.003019070540099791,10,Plot_1BO.shp,0.757182
kaymit,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
kampech,6.0,,0.0028274333882308137,10,Plot_1BO.shp,0.757182
kampech,5.5,2.0,0.002375829444277281,10,Plot_1BO.shp,0.757182
kampech,9.7,,0.0073898113194065885,10,Plot_1BO.shp,0.757182
kampech,10.7,,0.008992023572737385,10,Plot_1BO.shp,0.757182
kampech,8.3,,0.005410607947645022,10,Plot_1BO.shp,0.757182
kampech,9.9,,0.007697687399458391,10,Plot_1BO.shp,0.757182
kampech,10.8,,0.009160884177867838,10,Plot_1BO.shp,0.757182
kampech,7.9,,0.0049016699377634745,10,Plot_1BO.shp,0.757182
kampech,13.4,,0.014102609421964583,10,Plot_1BO.shp,0.757182
kampech,8.7,,0.0059446786987552855,10,Plot_1BO.shp,0.757182
kampech,5.4,,0.0022902210444669595,10,Plot_1BO.shp,0.757182
kampech,10.2,,0.00817128249198705,10,Plot_1BO.shp,0.757182
bayawonn,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
kampech,14.0,,0.015393804002589988,10,Plot_1BO.shp,0.757182
bayawonn,5.9,,0.002733971006786518,10,Plot_1BO.shp,0.757182
bayawonn,15.4,,0.018626502843133885,10,Plot_1BO.shp,0.757182
kampech,15.5,,0.018869190875623696,10,Plot_1BO.shp,0.757182
bayawonn,12.9,,0.013069810837096936,10,Plot_1BO.shp,0.757182
kampech,15.0,,0.017671458676442587,10,Plot_1BO.shp,0.757182
kasya,9.1,,0.00650388219109427,10,Plot_1BO.shp,0.757182
kampech,5.1,,0.0020428206229967626,10,Plot_1BO.shp,0.757182
kaliptis,5.7,,0.0025517586328783095,10,Plot_1BO.shp,0.757182
bayawonn,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
bayawonn,7.7,,0.004656625710783471,10,Plot_1BO.shp,0.757182
kaliptis,7.7,,0.004656625710783471,10,Plot_1BO.shp,0.757182
kaliptis,6.4,,0.003216990877275948,10,Plot_1BO.shp,0.757182
kaliptis,7.0,,0.003848451000647497,10,Plot_1BO.shp,0.757182
kampech,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
bayawonn,6.7,,0.003525652355491146,10,Plot_1BO.shp,0.757182
zakasya,9.1,,0.00650388219109427,10,Plot_1BO.shp,0.757182
bayawonn,6.5,,0.0033183072403542195,10,Plot_1BO.shp,0.757182
kaliptis,5.4,,0.0022902210444669595,10,Plot_1BO.shp,0.757182
zoranj dous,12.0,,0.011309733552923255,10,Plot_1BO.shp,0.757182
kajou,11.8,,0.010935884027146072,10,Plot_1BO.shp,0.757182
bwa pine,5.2,,0.0021237166338267006,10,Plot_1BO.shp,0.757182
bayawonn,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
bayawonn,6.7,,0.003525652355491146,10,Plot_1BO.shp,0.757182
bayawonn,5.0,,0.001963495408493621,10,Plot_1BO.shp,0.757182
bayawonn,6.3,,0.0031172453105244723,10,Plot_1BO.shp,0.757182
bayawonn,7.1,,0.003959192141686536,10,Plot_1BO.shp,0.757182
bayawonn,13.7,,0.014741138128806702,10,Plot_1BO.shp,0.757182
bayawonn,9.7,,0.0073898113194065885,10,Plot_1BO.shp,0.757182
bayawonn,17.3,,0.023506181632322234,10,Plot_1BO.shp,0.757182
bayawonn,9.0,,0.0063617251235193305,10,Plot_1BO.shp,0.757182
bayawonn,10.0,,0.007853981633974483,10,Plot_1BO.shp,0.757182
bayawonn,9.3,,0.006792908715224532,10,Plot_1BO.shp,0.757182
kenep,9.5,,0.007088218424661971,10,Plot_1BO.shp,0.757182
kenep,7.8,,0.004778362426110076,10,Plot_1BO.shp,0.757182
kenep,17.5,,0.02405281875404685,10,Plot_1BO.shp,0.757182
kenep,13.5,,0.014313881527918496,10,Plot_1BO.shp,0.757182
kenep,16.8,,0.022167077763729583,10,Plot_1BO.shp,0.757182
kenep,13.3,,0.013892908112337465,10,Plot_1BO.shp,0.757182
kenep,7.4,,0.004300840342764428,10,Plot_1BO.shp,0.757182
kenep,17.0,,0.02269800692218626,10,Plot_1BO.shp,0.757182
monben,9.5,,0.007088218424661971,10,Plot_1BO.shp,0.757182
monben,5.6,,0.0024630086404143973,10,Plot_1BO.shp,0.757182
,7.6,,0.004536459791783661,10,Plot_1BO.shp,0.757182
latanye,53.6,,0.22564175075143333,10,Plot_1BO.shp,0.757182
,7.8,,0.004778362426110076,10,Plot_1BO.shp,0.757182
bwa dom,11.6,,0.010568317686676062,10,Plot_1BO.shp,0.757182
bayawonn,19.0,,0.028352873698647883,10,Plot_1BO.shp,0.757182
bayawonn,18.0,,0.025446900494077322,10,Plot_1BO.shp,0.757182
