"family","genus","species","meanWD","sdWD","levelWD","nInd"
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
"Fabaceae","Acacia","",0.789022198480532,0.0941339098036177,"genus",117
